Name,Diet,State,Price,City
Chingri Bhape,non vegetarian,West Bengal,125,Kolkata
Thalipeeth,vegetarian,Maharashtra,83,Pune
Kadai paneer,vegetarian,Punjab,88,Ludhiana
Sutar feni,vegetarian,Maharashtra,66,Mumbai
Pesarattu,vegetarian,Andhra Pradesh,27,Vijayawada
Thepla,vegetarian,Gujarat,48,Ahmedabad
Pongal,vegetarian,Tamil Nadu,51,Chennai
Puri Bhaji,vegetarian,Maharashtra,144,Mumbai
Maach Jhol,non vegetarian,Assam,122,Guwahati
Samosa,vegetarian,Uttar Pradesh,33,Allahabad
Samosa,vegetarian,Uttar Pradesh,25,Allahabad
Pani puri,vegetarian,Uttar Pradesh,59,Varanasi
Haq Maas,non vegetarian,Assam,85,Guwahati
Chhena jalebi,vegetarian,Odisha,45,Puri
Kanji,vegetarian,Kerala,31,Kochi
Chakali,vegetarian,Maharashtra,27,Mumbai
Vindaloo,non vegetarian,Goa,142,Panaji
Sev khamani,vegetarian,Gujarat,97,Surat
Kansar,vegetarian,Gujarat,112,Surat
Bilahi Maas,non vegetarian,Assam,90,Jorhat
Uttapam,vegetarian,Unknown,53,Chennai
Ariselu,vegetarian,Andhra Pradesh,55,Vijayawada
Turiya Patra Vatana sabji,vegetarian,Gujarat,120,Surat
Dum aloo,vegetarian,Jammu & Kashmir,144,Srinagar
Kanji,vegetarian,Kerala,27,Kochi
Cham cham,vegetarian,West Bengal,47,Kolkata
Papad,vegetarian,Unknown,18,Mumbai
Sev tameta,vegetarian,Gujarat,105,Rajkot
Lauki ki subji,vegetarian,Unknown,109,New Delhi
Uttapam,vegetarian,Unknown,54,Chennai
Makki di roti sarson da saag,vegetarian,Punjab,143,Amritsar
Pattor,vegetarian,Rajasthan,137,Jaipur
Kajjikaya,vegetarian,Andhra Pradesh,60,Kakinada
Adhirasam,vegetarian,West Bengal,67,Kolkata
Unni Appam,vegetarian,Tamil Nadu,66,Kottayam
Dum aloo,vegetarian,Jammu & Kashmir,140,Srinagar
Surnoli,vegetarian,Maharashtra,27,Malvan
Aloo methi,vegetarian,Punjab,139,Amritsar
Bandar laddu,vegetarian,Andhra Pradesh,59,Machilipatnam
Biryani,non vegetarian,Telangana,146,Hyderabad
Gud papdi,vegetarian,Gujarat,78,Bhavnagar
Undhiyu,vegetarian,Gujarat,115,Surat
Aloo gobi,vegetarian,Punjab,134,Amritsar
Thalipeeth,vegetarian,Maharashtra,86,Pune
Sandige,vegetarian,Karnataka,139,Mangalore
Kulfi falooda,vegetarian,Unknown,55,New Delhi
Mushroom do pyaza,vegetarian,Punjab,143,Chandigarh
Sandesh,vegetarian,West Bengal,59,Kolkata
Handwo,vegetarian,Gujarat,29,Ahmedabad
Mawa Bati,vegetarian,Madhya Pradesh,58,Bhopal
Lilva Kachori,vegetarian,Gujarat,22,Valsad
Panjeeri,vegetarian,Uttar Pradesh,46,Kanpur
Mysore pak,vegetarian,Karnataka,66,Mysore
Kos kootu,vegetarian,Tamil Nadu,131,Chennai
Chakali,vegetarian,Maharashtra,21,Mumbai
Mushroom matar,vegetarian,Punjab,119,Chandigarh
Payokh,vegetarian,Assam,56,Tezpur
Pantua,vegetarian,West Bengal,73,Ranaghat
Palak paneer,vegetarian,Punjab,138,Chandigarh
Kansar,vegetarian,Gujarat,109,Surat
Avial,vegetarian,Kerala,116,Trivandrum
Double ka meetha,vegetarian,Telangana,39,Hyderabad
Doodhpak,vegetarian,Gujarat,79,Surat
Mushroom matar,vegetarian,Punjab,113,Chandigarh
Obbattu holige,vegetarian,Karnataka,112,Bangalore
Gatta curry,vegetarian,Rajasthan,100,Jodhpur
Chicken Tikka,non vegetarian,Punjab,51,Ludhiana
Chicken Tikka masala,non vegetarian,Punjab,139,Chandigarh
Bora Sawul,vegetarian,Assam,131,Guwahati
Litti chokha,vegetarian,Bihar,108,Patna
Avial,vegetarian,Kerala,114,Trivandrum
Kadhi pakoda,vegetarian,Haryana,122,Chandigarh
Chikki,vegetarian,Maharashtra,41,Lonavala
Kutchi dabeli,vegetarian,Gujarat,56,Mandvi
Vegetable jalfrezi,vegetarian,Punjab,92,Chandigarh
Theeyal,vegetarian,Kerala,101,Trivandrum
Thayir sadam,vegetarian,Tamil Nadu,100,Chennai
Chana masala,vegetarian,Punjab,123,Amritsar
Saath,vegetarian,Gujarat,117,Surat
Gulab jamun,vegetarian,West Bengal,30,Kolkata
Jeera Aloo,vegetarian,Gujarat,90,Ahmedabad
Amti,vegetarian,Maharashtra,96,Pune
Kachori,vegetarian,Uttar Pradesh,51,Varanasi
Mihidana,vegetarian,West Bengal,47,Bardhaman
Prawn malai curry,non vegetarian,West Bengal,96,Kolkata
Jeera Aloo,vegetarian,Gujarat,82,Ahmedabad
Vindaloo,non vegetarian,Goa,143,Panaji
Muthiya,vegetarian,Gujarat,52,Surat
Khichu,vegetarian,Gujarat,29,Surat
Keerai poriyal,vegetarian,Tamil Nadu,145,Chennai
Laddu,vegetarian,Unknown,41,New Delhi
Poha,vegetarian,Maharashtra,62,Indore
Dahi vada,vegetarian,Maharashtra,41,Mumbai
Til Pitha,vegetarian,Assam,48,Guwahati
Khichdi,vegetarian,Unknown,126,New Delhi
Surnoli,vegetarian,Maharashtra,28,Malvan
Gavvalu,vegetarian,Andhra Pradesh,53,Vijayawada
Misti doi,vegetarian,West Bengal,39,Kolkata
Kolim Jawla,non vegetarian,Maharashtra,104,Mumbai
Naan,vegetarian,Punjab,125,Amritsar
Sambar,vegetarian,Unknown,82,Chennai
Bhatura,vegetarian,Punjab,120,Amritsar
Vegetable jalfrezi,vegetarian,Punjab,95,Chandigarh
Upma,vegetarian,Unknown,35,Chennai
Naan,vegetarian,Punjab,128,Amritsar
Lauki ki subji,vegetarian,Unknown,104,New Delhi
Kansar,vegetarian,Gujarat,110,Surat
Pork Bharta,non vegetarian,Tripura,88,Agartala
Mawa Bati,vegetarian,Madhya Pradesh,54,Bhopal
Phirni,vegetarian,Odisha,37,Cuttack
Shankarpali,vegetarian,Maharashtra,60,Mumbai
Paniyaram,vegetarian,Tamil Nadu,140,Chettinad
Kalakand,vegetarian,West Bengal,36,Kolkata
Tandoori Fish Tikka,non vegetarian,Punjab,95,Amritsar
Chapati,vegetarian,Maharashtra,102,Mumbai
Rasabali,vegetarian,Odisha,36,Kendrapara
Thalipeeth,vegetarian,Maharashtra,84,Pune
Shufta,vegetarian,Jammu & Kashmir,30,Srinagar
Kajjikaya,vegetarian,Andhra Pradesh,57,Kakinada
Mawa Bati,vegetarian,Madhya Pradesh,58,Bhopal
Masor tenga,non vegetarian,Assam,81,Guwahati
Pesarattu,vegetarian,Andhra Pradesh,29,Vijayawada
Sevai,vegetarian,Unknown,126,Chennai
Cheera Doi,vegetarian,West Bengal,37,Kolkata
Avial,vegetarian,Kerala,119,Trivandrum
Kheer sagar,vegetarian,Odisha,60,Puri
Paravannam,vegetarian,Kerala,83,Trivandrum
Baingan Fry,vegetarian,Punjab,76,Patiala
Bilahi Maas,non vegetarian,Assam,96,Jorhat
Sambar,vegetarian,Unknown,85,Chennai
Kalakand,vegetarian,West Bengal,35,Kolkata
Keerai poriyal,vegetarian,Tamil Nadu,139,Chennai
Brown Rice,vegetarian,Unknown,142,Generic
Basundi,vegetarian,Gujarat,43,Vadodara
Kheer sagar,vegetarian,Odisha,63,Puri
Dharwad pedha,vegetarian,Karnataka,67,Dharwad
Handwo,vegetarian,Gujarat,32,Ahmedabad
Kheer,vegetarian,Unknown,25,New Delhi
Sambar,vegetarian,Unknown,84,Chennai
Idiappam,vegetarian,Tamil Nadu,30,Madurai
Litti chokha,vegetarian,Bihar,107,Patna
Pav Bhaji,vegetarian,Maharashtra,120,Mumbai
Bengena Pitika,vegetarian,Assam,130,Guwahati
Paniyaram,vegetarian,Tamil Nadu,138,Chettinad
Kanji,vegetarian,Kerala,31,Kochi
Lilva Kachori,vegetarian,Gujarat,30,Valsad
Payokh,vegetarian,Assam,62,Tezpur
Singori,vegetarian,Uttarakhand,36,Almora
Makki di roti sarson da saag,vegetarian,Punjab,140,Amritsar
Gheela Pitha,vegetarian,Assam,53,Guwahati
Anarsa,vegetarian,Maharashtra,35,Nashik
Pootharekulu,vegetarian,Andhra Pradesh,61,Atreyapuram
Boondi,vegetarian,Rajasthan,73,Jaipur
Qubani ka meetha,vegetarian,Telangana,50,Hyderabad
Sev tameta,vegetarian,Gujarat,113,Rajkot
Kulfi falooda,vegetarian,Unknown,54,New Delhi
Coconut vadi,vegetarian,Maharashtra,31,Mumbai
Hando Guri,vegetarian,Assam,37,Guwahati
Uttapam,vegetarian,Unknown,51,Chennai
Khar,vegetarian,Assam,116,Guwahati
Maach Jhol,non vegetarian,Assam,122,Guwahati
Kofta,vegetarian,Uttar Pradesh,83,Lucknow
Dum aloo,vegetarian,Jammu & Kashmir,140,Srinagar
Kalakand,vegetarian,West Bengal,40,Kolkata
Lilva Kachori,vegetarian,Gujarat,29,Valsad
Bisi bele bath,vegetarian,Karnataka,139,Mysore
Papad,vegetarian,Unknown,24,Mumbai
Kootu,vegetarian,Tamil Nadu,120,Chennai
Red Rice,vegetarian,Unknown,135,Palakkad
Sheer korma,vegetarian,Telangana,80,Hyderabad
Copra paak,vegetarian,Gujarat,82,Surat
Masor tenga,non vegetarian,Assam,78,Guwahati
Maach Jhol,non vegetarian,Assam,126,Guwahati
Daal puri,vegetarian,West Bengal,146,Kolkata
Chhena jalebi,vegetarian,Odisha,48,Puri
Khaman,vegetarian,Gujarat,41,Surat
Papadum,vegetarian,Kerala,17,Guruvayur
Chicken razala,non vegetarian,West Bengal,133,Kolkata
Pattor,vegetarian,Rajasthan,128,Jaipur
Navrattan korma,vegetarian,Uttar Pradesh,143,Lucknow
Luchi,vegetarian,West Bengal,103,Kolkata
Sev tameta,vegetarian,Gujarat,115,Rajkot
Konir Dom,non vegetarian,Assam,89,Guwahati
Kuzhi paniyaram,vegetarian,Kerala,63,Kochi
Mysore pak,vegetarian,Karnataka,76,Mysore
Saath,vegetarian,Gujarat,124,Surat
Sattu ki roti,vegetarian,Bihar,126,Patna
Sohan papdi,vegetarian,Maharashtra,66,Nagpur
Gavvalu,vegetarian,Andhra Pradesh,57,Vijayawada
Mahim halwa,vegetarian,Maharashtra,62,Mumbai
Tandoori Chicken,non vegetarian,Punjab,99,Ludhiana
Gheela Pitha,vegetarian,Assam,52,Guwahati
Anarsa,vegetarian,Maharashtra,31,Nashik
Gatta curry,vegetarian,Rajasthan,102,Jodhpur
Pattor,vegetarian,Rajasthan,134,Jaipur
Sukhdi,vegetarian,Maharashtra,56,Mumbai
Mag Dhokli,vegetarian,Gujarat,34,Ahmedabad
Vegetable jalfrezi,vegetarian,Punjab,102,Chandigarh
Shrikhand,vegetarian,Maharashtra,31,Pune
Alu Pitika,non vegetarian,Assam,86,Guwahati
Paneer tikka masala,vegetarian,Punjab,77,Chandigarh
Litti chokha,vegetarian,Bihar,106,Patna
Obbattu holige,vegetarian,Karnataka,106,Bangalore
Pakhala,vegetarian,Odisha,142,Bhubaneswar
Lauki ke kofte,vegetarian,Uttar Pradesh,133,Lucknow
Panjeeri,vegetarian,Uttar Pradesh,44,Kanpur
Bombil fry,non vegetarian,Maharashtra,144,Mumbai
Konir Dom,non vegetarian,Assam,89,Guwahati
Pindi chana,vegetarian,Punjab,133,Rawalpindi
Aloo shimla mirch,vegetarian,Punjab,100,Jalandhar
Bora Sawul,vegetarian,Assam,134,Guwahati
Namakpara,vegetarian,Gujarat,45,Ahmedabad
Nankhatai,vegetarian,Unknown,39,Surat
Hando Guri,vegetarian,Assam,37,Guwahati
Lassi,vegetarian,Punjab,56,Amritsar
Tandoori Fish Tikka,non vegetarian,Punjab,98,Amritsar
Khaman,vegetarian,Gujarat,38,Surat
Doodhpak,vegetarian,Gujarat,82,Surat
Idiappam,vegetarian,Tamil Nadu,29,Madurai
Thepla,vegetarian,Gujarat,49,Ahmedabad
Mag Dhokli,vegetarian,Gujarat,34,Ahmedabad
Zunka,vegetarian,Maharashtra,135,Pune
Farsi Puri,vegetarian,Gujarat,37,Surat
Sambar,vegetarian,Unknown,76,Chennai
Chicken Varuval,non vegetarian,Tamil Nadu,118,Chettinad
Kuzhambu,vegetarian,Tamil Nadu,119,Chettinad
Chapati,vegetarian,Maharashtra,93,Mumbai
Fara,vegetarian,Chhattisgarh,55,Raipur
Veg Kolhapuri,vegetarian,Maharashtra,104,Kolhapur
Mohanthal,vegetarian,Gujarat,33,Ahmedabad
Bengena Pitika,vegetarian,Assam,124,Guwahati
Payokh,vegetarian,Assam,61,Tezpur
Khakhra,vegetarian,Gujarat,56,Rajkot
Paratha,vegetarian,Punjab,131,Amritsar
Navrattan korma,vegetarian,Uttar Pradesh,133,Lucknow
Kaara kozhambu,vegetarian,Tamil Nadu,116,Chettinad
Prawn malai curry,non vegetarian,West Bengal,96,Kolkata
Jeera Aloo,vegetarian,Gujarat,88,Ahmedabad
Bengena Pitika,vegetarian,Assam,125,Guwahati
Chhena jalebi,vegetarian,Odisha,47,Puri
Koshimbir,vegetarian,Maharashtra,135,Pune
Pithe,vegetarian,Assam,43,Guwahati
Paneer butter masala,vegetarian,Punjab,114,Chandigarh
Litti chokha,vegetarian,Bihar,102,Patna
Thayir sadam,vegetarian,Tamil Nadu,100,Chennai
Sandige,vegetarian,Karnataka,137,Mangalore
Koshimbir,vegetarian,Maharashtra,127,Pune
Dahi vada,vegetarian,Maharashtra,38,Mumbai
Malapua,vegetarian,Bihar,42,Patna
Sandige,vegetarian,Karnataka,131,Mangalore
Poriyal,vegetarian,Tamil Nadu,152,Chennai
Dalithoy,vegetarian,Maharashtra,142,Mumbai
Kothamali sadam,vegetarian,Tamil Nadu,80,Chennai
Keerai poriyal,vegetarian,Tamil Nadu,143,Chennai
Navrattan korma,vegetarian,Uttar Pradesh,139,Lucknow
Adhirasam,vegetarian,West Bengal,73,Kolkata
Kuzhakkattai,vegetarian,Tamil Nadu,96,Chennai
Puttu,vegetarian,Kerala,82,Kochi
Kabiraji,non vegetarian,West Bengal,117,Kolkata
Pesarattu,vegetarian,Andhra Pradesh,24,Vijayawada
Upma,vegetarian,Unknown,36,Chennai
Petha,vegetarian,Uttar Pradesh,58,Agra
Veg Kolhapuri,vegetarian,Maharashtra,99,Kolhapur
Kheer sagar,vegetarian,Odisha,66,Puri
Methi na Gota,vegetarian,Gujarat,137,Dakor
Daal Dhokli,vegetarian,Gujarat,130,Ahmedabad
Mushroom matar,vegetarian,Punjab,118,Chandigarh
Nankhatai,vegetarian,Unknown,46,Surat
Kofta,vegetarian,Uttar Pradesh,85,Lucknow
Laapsi,vegetarian,Madhya Pradesh,113,Indore
Dahi vada,vegetarian,Maharashtra,35,Mumbai
Chicken Tikka masala,non vegetarian,Punjab,138,Chandigarh
Paneer butter masala,vegetarian,Punjab,118,Chandigarh
Mushroom do pyaza,vegetarian,Punjab,140,Chandigarh
Paneer butter masala,vegetarian,Punjab,119,Chandigarh
Dalithoy,vegetarian,Maharashtra,137,Mumbai
Chingri Bhape,non vegetarian,West Bengal,127,Kolkata
Masala Dosa,vegetarian,Unknown,51,Udupi
Gud papdi,vegetarian,Gujarat,75,Bhavnagar
Koldil Chicken,non vegetarian,Assam,79,Guwahati
Red Rice,vegetarian,Unknown,132,Palakkad
Puli sadam,vegetarian,Tamil Nadu,137,Chennai
Veg Kolhapuri,vegetarian,Maharashtra,101,Kolhapur
Sheera,vegetarian,Maharashtra,75,Mumbai
Naan,vegetarian,Punjab,121,Amritsar
Shankarpali,vegetarian,Maharashtra,51,Mumbai
Makki di roti sarson da saag,vegetarian,Punjab,137,Amritsar
Bhakri,vegetarian,Maharashtra,133,Pune
Patra,vegetarian,Gujarat,20,Surat
Mahim halwa,vegetarian,Maharashtra,57,Mumbai
Chingri Bhape,non vegetarian,West Bengal,131,Kolkata
Singori,vegetarian,Uttarakhand,45,Almora
Chole bhature,vegetarian,Punjab,111,Amritsar
Bajri no rotlo,vegetarian,Gujarat,140,Rajkot
Lyangcha,vegetarian,Assam,74,Guwahati
Mohanthal,vegetarian,Gujarat,39,Ahmedabad
Adhirasam,vegetarian,West Bengal,66,Kolkata
Kofta,vegetarian,Uttar Pradesh,79,Lucknow
Currivepillai sadam ,vegetarian,Tamil Nadu,132,Chennai
Koldil Chicken,non vegetarian,Assam,84,Guwahati
Aloo matar,vegetarian,Punjab,97,Ludhiana
Maach Jhol,non vegetarian,Assam,119,Guwahati
Saath,vegetarian,Gujarat,118,Surat
Patra,vegetarian,Gujarat,18,Surat
Puli sadam,vegetarian,Tamil Nadu,136,Chennai
Avial,vegetarian,Kerala,121,Trivandrum
Gatta curry,vegetarian,Rajasthan,103,Jodhpur
Sevai,vegetarian,Unknown,123,Chennai
Bandar laddu,vegetarian,Andhra Pradesh,57,Machilipatnam
Poriyal,vegetarian,Tamil Nadu,153,Chennai
Karela bharta,vegetarian,Punjab,114,Amritsar
Puri Bhaji,vegetarian,Maharashtra,154,Mumbai
Mawa Bati,vegetarian,Madhya Pradesh,57,Bhopal
Misi roti,vegetarian,Punjab,144,Ludhiana
Kofta,vegetarian,Uttar Pradesh,76,Lucknow
Amti,vegetarian,Maharashtra,98,Pune
Konir Dom,non vegetarian,Assam,89,Guwahati
Kabiraji,non vegetarian,West Bengal,117,Kolkata
Naan,vegetarian,Punjab,125,Amritsar
Jeera Aloo,vegetarian,Gujarat,83,Ahmedabad
Lassi,vegetarian,Punjab,64,Amritsar
Pattor,vegetarian,Rajasthan,133,Jaipur
Dal tadka,vegetarian,Punjab,116,Chandigarh
Panjeeri,vegetarian,Uttar Pradesh,46,Kanpur
Boondi,vegetarian,Rajasthan,73,Jaipur
Sandige,vegetarian,Karnataka,141,Mangalore
Kansar,vegetarian,Gujarat,111,Surat
Chhena poda,vegetarian,Odisha,42,Nayagarh
Sheer korma,vegetarian,Telangana,81,Hyderabad
Phirni,vegetarian,Odisha,29,Cuttack
Mishti Chholar Dal,vegetarian,West Bengal,83,Kolkata
Turiya Patra Vatana sabji,vegetarian,Gujarat,114,Surat
Petha,vegetarian,Uttar Pradesh,66,Agra
Mag Dhokli,vegetarian,Gujarat,39,Ahmedabad
Pork Bharta,non vegetarian,Tripura,86,Agartala
